OrderID,CustomerID,Customer Name,Email,Phone_no,City,Category,Product,Quantity,UnitPrice,Discount_Pct,PaymentMethod,OrderDate,Status,Rating,Average_Rating,Total_Amount,Invalid Price,Invalid Quantity,Invalid Rating,Invalid Date
ORD010881,CUST04958,Bob Rao,bob.rao68@gmail.com,Not Available,Not Available,Toys,Toy Train,3,440.98,5,Net Banking,29-01-2024,Pending,5,3.500323947,1256.79,Valid,Valid,Valid,Valid
ORD000291,CUST04942,Not Available,kiran.verma428@gmail.com,9359064095,Kanpur,Toys,Doll,5,1189.27,10,Net Banking,20-02-2022,Delivered,4,3.500323947,5351.72,Valid,Valid,Valid,Valid
ORD012990,CUST02133,Anjali Bose,anjali.bose88@gmail.com,9686881197,Mumbai,Sports,Running Shoes,1,441.87,10,Net Banking,30-12-2023,Delivered,4,3.500323947,397.68,Valid,Valid,Valid,Valid
ORD017774,CUST03699,Vikas Sharma,vikas.sharma492@yahoo.com,9261241983,Jaipur,Electronics,Smart TV,6,1318.06,5,Net Banking,06-06-2022,Shipped,3,3.500323947,7512.94,Valid,Valid,Valid,Valid
ORD005522,CUST00832,Vikas Rao,vikas.rao347@yahoo.com,9451966749,Kolkata,Furniture,Wardrobe,4,3349.87,20,Cash on Delivery,27-07-2024,Delivered,4,3.500323947,10719.58,Valid,Valid,Valid,Valid
ORD013482,CUST01361,Sanjay Kapoor,sanjay.kapoor584@gmail.com,9371691949,Indore,Books,Python Basics,10,888.95,0,UPI,10-07-2026,Shipped,5,3.500323947,8889.5,Valid,Valid,Valid,Valid
ORD005370,CUST01290,Rohit Menon,rohit.menon60@gmail.com,Not Available,Kanpur,Books,Data Science 101,8,887.17,15,Net Banking,10-10-2022,Shipped,4,3.500323947,6032.76,Valid,Valid,Valid,Valid
ORD000389,CUST01154,Deepa Nair,deepa.nair169@yahoo.com,8548653649,Ahmedabad,Books,Python Basics,3,272.91,10,Cash on Delivery,27-08-2024,Delivered,4,3.500323947,736.86,Valid,Valid,Valid,Valid
ORD013326,CUST01147,Vikas Reddy,vikas.reddy177@gmail.com,9413576674,Chennai,Electronics,Router,7,345.27,25,Net Banking,19-05-2023,Cancelled,1,3.500323947,1812.67,Valid,Valid,Valid,Valid
ORD018509,CUST00945,Divya Shah,divya.shah311@gmail.com,9230541869,Mumbai,Sports,Running Shoes,1,617.41,20,Cash on Delivery,16-07-2023,Delivered,4,3.500323947,493.93,Valid,Valid,Valid,Valid
ORD019685,CUST00232,Usha Sharma,usha.sharma502@yahoo.com,9980105239,Surat,Furniture,Dining Table,10,7151.57,10,Wallet,02-04-2022,Delivered,5,3.500323947,64364.13,Valid,Valid,Valid,Valid
ORD015983,CUST01804,Tanvi Patel,tanvi.patel651@gmail.com,9800307833,Chennai,Groceries,Spices Mix,8,53.73,5,Net Banking,10-07-2023,Delivered,4,3.500323947,408.35,Valid,Valid,Valid,Valid
ORD002913,CUST04369,Ivy Mehta,ivy.mehta595@yahoo.com,9215376268,Chennai,Books,Management,10,528.22,0,Debit Card,03-08-2024,Shipped,3,3.500323947,5282.2,Valid,Valid,Valid,Valid
ORD014103,CUST02886,Rajan Iyer,rajan.iyer710@gmail.com,9942881187,Surat,Home Decor,Wall Art,7,1606.16,0,Net Banking,10-01-2023,Delivered,4,3.500323947,11243.12,Valid,Valid,Valid,Valid
ORD013156,CUST04432,Nikhil Reddy,nikhil.reddy454@gmail.com,9439068664,Mumbai,Automotive,Seat Cushion,10,1005.21,15,Debit Card,24-01-2022,Delivered,4,3.500323947,8544.29,Valid,Valid,Valid,Valid
ORD008516,CUST03949,Suresh Hegde,suresh.hegde566@gmail.com,9918636227,Surat,Furniture,Sofa,3,5440.35,25,UPI,11-04-2023,Pending,3,3.500323947,12240.79,Valid,Valid,Valid,Valid
ORD013923,CUST00555,Frank Gupta,frank.gupta9@gmail.com,8996934367,Pune,Sports,Skipping Rope,9,1990.5,0,Credit Card,13-07-2023,Delivered,4,3.500323947,17914.5,Valid,Valid,Valid,Valid
ORD013150,CUST03299,Gaurav Menon,gaurav.menon440@gmail.com,9900071430,Mumbai,Books,AI Primer,7,683.95,20,Debit Card,18-02-2022,Delivered,0,3.500323947,3830.12,Valid,Valid,Invalid,Valid
ORD008183,CUST00771,Zara Gupta,zara.gupta647@yahoo.com,9809095494,Jaipur,Automotive,Floor Mat,2,678.49,5,Wallet,26-11-2023,Delivered,1,3.500323947,1289.13,Valid,Valid,Valid,Valid
ORD019511,CUST03020,Rahul Menon,rahul.menon241@gmail.com,9124982639,Delhi,Books,Finance 101,2,681.14,,Debit Card,22-04-2024,Pending,5,3.500323947,1362.28,Valid,Valid,Valid,Valid
ORD008037,CUST02360,Arjun Iyer,arjun.iyer281@gmail.com,9811494022,Not Available,Automotive,Car Perfume,1,980.3,25,UPI,11-05-2023,Delivered,4,3.500323947,735.23,Valid,Valid,Valid,Valid
ORD000317,CUST04665,Ishaan Reddy,ishaan.reddy314@gmail.com,9276268410,Jaipur,Home Decor,Candle Set,10,272.87,10,Net Banking,26-09-2022,Returned,5,3.500323947,2455.83,Valid,Valid,Valid,Valid
ORD000810,CUST02312,Deepa Bose,deepa.bose706@gmail.com,9735992516,Nagpur,Toys,Puzzle,8,785.98,5,Credit Card,21-08-2023,Pending,2,3.500323947,5973.45,Valid,Valid,Valid,Valid
ORD003493,CUST01187,Sandeep Bose,sandeep.bose594@yahoo.com,9305335456,Indore,Clothing,Kurta,10,713.03,20,UPI,11-07-2023,Delivered,2,3.500323947,5704.24,Valid,Valid,Valid,Valid
ORD003362,CUST04761,Alice Mehta,alice.mehta266@yahoo.com,9860027988,Chennai,Sports,Badminton Set,2,813.26,25,Debit Card,10-11-2022,Delivered,4,3.500323947,1219.89,Valid,Valid,Valid,Valid
ORD017379,CUST01988,Not Available,pooja.mehta19@yahoo.com,9523817416,Bengaluru,Electronics,Smartphone,9,2311.33,20,Debit Card,20-02-2024,Processing,3,3.500323947,16641.58,Valid,Valid,Valid,Valid
ORD018465,CUST01524,Suresh Gupta,suresh.gupta434@gmail.com,9795345552,Bengaluru,Sports,Cricket Bat,8,1573.06,15,Cash on Delivery,17-04-2022,Delivered,3,3.500323947,10696.81,Valid,Valid,Valid,Valid
ORD011416,CUST01188,Not Available,diana.reddy113@gmail.com,9512853791,Nagpur,Furniture,Chair,10,1475.02,,Net Banking,19-11-2023,Delivered,1,3.500323947,14750.2,Valid,Valid,Valid,Valid
ORD002135,CUST03279,Tanvi Das,tanvi.das756@yahoo.com,9408113900,Ahmedabad,Home Decor,Cushion Cover,9,369.81,15,UPI,10-09-2023,Pending,5,3.500323947,2829.05,Valid,Valid,Valid,Valid
ORD007380,CUST03364,Neha Shah,neha.shah526@gmail.com,9173187843,Lucknow,Beauty,Foundation,6,776.87,15,Net Banking,15-07-2023,Pending,3,3.500323947,3962.04,Valid,Valid,Valid,Valid
ORD016818,CUST01330,Nikhil Shah,nikhil.shah586@yahoo.com,9452789556,Delhi,Automotive,Car Perfume,10,-500,25,Wallet,12-12-2022,Delivered,4,3.500323947,-3750,Invalid,Valid,Valid,Valid
ORD006599,CUST03192,Priya Mehta,priya.mehta870@gmail.com,9807979293,Indore,Home Decor,Mirror,10,771.83,15,UPI,24-11-2022,Delivered,4,3.500323947,6560.56,Valid,Valid,Valid,Valid
ORD014932,CUST03888,Priya Kapoor,priya.kapoor393@gmail.com,9989898813,Bengaluru,Sports,Badminton Set,1,1816.03,5,Debit Card,10-09-2024,Delivered,3,3.500323947,1725.23,Valid,Valid,Valid,Valid
ORD003067,CUST04789,Alice Singh,alice.singh431@gmail.com,8416728852,Nagpur,Books,Finance 101,7,474.08,10,Credit Card,27-11-2024,Delivered,4,3.500323947,2986.7,Valid,Valid,Valid,Valid
ORD006191,CUST04765,Alice Hegde,alice.hegde80@gmail.com,Not Available,Kanpur,Clothing,Shorts,2,840.51,25,UPI,07-06-2023,Shipped,1,3.500323947,1260.77,Valid,Valid,Valid,Valid
ORD017009,CUST02237,Ishaan Mehta,ishaan.mehta131@yahoo.com,9572233935,Kanpur,Home Decor,Photo Frame,10,2051.12,0,Cash on Delivery,08-05-2024,Cancelled,4,3.500323947,20511.2,Valid,Valid,Valid,Valid
ORD012520,CUST04612,Deepa Hegde,deepa.hegde283@gmail.com,9693727740,Hyderabad,Beauty,Moisturizer,6,673.93,10,Debit Card,13-04-2024,Delivered,5,3.500323947,3639.22,Valid,Valid,Valid,Valid
ORD001027,CUST01909,Meera Bose,meera.bose187@gmail.com,9356055042,Chennai,Groceries,Salt 1kg,3,173.15,10,UPI,06-07-2022,Pending,2,3.500323947,467.51,Valid,Valid,Valid,Valid
ORD010077,CUST03469,Bob Hegde,bob.hegde911@gmail.com,9199342862,Bengaluru,Beauty,Perfume,6,421.88,5,Debit Card,19-09-2023,Delivered,4,3.500323947,2404.72,Valid,Valid,Valid,Valid
ORD006600,CUST01310,Neha Rao,neha.rao326@gmail.com,9211005866,Ahmedabad,Toys,Action Figure,6,541.9,0,Wallet,04-03-2022,Delivered,5,3.500323947,3251.4,Valid,Valid,Valid,Valid
ORD011075,CUST01352,Alice Hegde,alice.hegde896@yahoo.com,9390166360,Surat,Electronics,Mouse,5,1513.72,25,Cash on Delivery,27-02-2023,Pending,4,3.500323947,5676.45,Valid,Valid,Valid,Valid
ORD016604,CUST03773,Charlie Das,charlie.das694@gmail.com,Not Available,Ahmedabad,Beauty,Foundation,10,1144.83,15,Cash on Delivery,21-09-2022,Shipped,4,3.500323947,9731.06,Valid,Valid,Valid,Valid
ORD004408,CUST01890,Diana Joshi,diana.joshi471@yahoo.com,9576136218,Indore,Automotive,LED Strip,8,728.68,10,Credit Card,24-03-2022,Returned,5,3.500323947,5246.5,Valid,Valid,Valid,Valid
ORD005244,CUST02693,Sneha Kumar,sneha.kumar813@gmail.com,9351079110,Kanpur,Groceries,Tea 500g,8,73.35,5,Debit Card,20-02-2024,Shipped,5,3.500323947,557.46,Valid,Valid,Valid,Valid
ORD019576,CUST01852,Zara Malhotra,zara.malhotra289@gmail.com,9462094521,Not Available,Beauty,Moisturizer,5,567.22,20,Cash on Delivery,28-10-2022,Delivered,5,3.500323947,2268.88,Valid,Valid,Valid,Valid
ORD007985,CUST03547,Aarav Patel,aarav.patel642@gmail.com,8114938411,Chennai,Sports,Swimming Goggles,8,1770.51,25,Wallet,20-03-2024,Cancelled,4,3.500323947,10623.06,Valid,Valid,Valid,Valid
ORD006711,CUST02830,Frank Menon,frank.menon615@gmail.com,9100665149,Bengaluru,Sports,Yoga Mat,5,214.1,10,Credit Card,20-11-2023,Delivered,3,3.500323947,963.45,Valid,Valid,Valid,Valid
ORD001660,CUST02559,Pooja Menon,pooja.menon521@yahoo.com,9699699261,Mumbai,Home Decor,Curtains,9,1120.99,15,Wallet,30-08-2022,Pending,4,3.500323947,8575.57,Valid,Valid,Valid,Valid
ORD010516,CUST04436,Grace Shah,grace.shah674@gmail.com,8527630903,Pune,Furniture,Desk,3,2881.63,20,Wallet,07-04-2023,Delivered,2,3.500323947,6915.91,Valid,Valid,Valid,Valid
ORD010705,CUST04144,Gaurav Shah,gaurav.shah569@yahoo.com,9606876922,Bengaluru,Clothing,Jacket,6,1394.42,20,Debit Card,10-01-2024,Delivered,3,3.500323947,6693.22,Valid,Valid,Valid,Valid
ORD001122,CUST01747,Manish Sharma,manish.sharma306@yahoo.com,0,Pune,Books,AI Primer,8,339.76,0,Debit Card,15-08-2024,Shipped,4,3.500323947,2718.08,Valid,Valid,Valid,Valid
ORD018730,CUST02242,Priya Joshi,priya.joshi296@gmail.com,9698065980,Pune,Home Decor,Mirror,4,1061.02,15,Debit Card,16-08-2024,Cancelled,3,3.500323947,3607.47,Valid,Valid,Valid,Valid
ORD014363,CUST01109,Manish Verma,manish.verma638@gmail.com,9140384919,Surat,Toys,Toy Train,6,1120.54,0,Cash on Delivery,23-03-2022,cancelled  ,5,3.500323947,6723.24,Valid,Valid,Valid,Valid
ORD003220,CUST00920,Manish Joshi,manish.joshi806@gmail.com,9801612748,Lucknow,Toys,Play Kitchen,3,422.56,20,Cash on Delivery,12-03-2024,Cancelled,4,3.500323947,1014.14,Valid,Valid,Valid,Valid
ORD013805,CUST00678,Rajan Verma,rajan.verma80@gmail.com,Not Available,Lucknow,Sports,Skipping Rope,8,1823.41,20,Credit Card,14-09-2023,Cancelled,5,3.500323947,11669.82,Valid,Valid,Valid,Valid
ORD000003,CUST04959,Ivy Rao,ivy.rao709@yahoo.com,9336470752,Jaipur,Beauty,Lipstick,8,1136.68,20,Cash on Delivery,02-05-2022,Delivered,3,3.500323947,7274.75,Valid,Valid,Valid,Valid
ORD014184,CUST03495,Manish Malhotra,manish.malhotra751@yahoo.com,9199734728,Kolkata,Home Decor,Vase,5,600.16,15,Wallet,06-10-2022,Pending,4,3.500323947,2550.68,Valid,Valid,Valid,Valid
ORD000049,CUST00646,Neha Pillai,neha.pillai356@gmail.com,9593198125,Delhi,Electronics,Smartphone,4,1686.08,0,Wallet,22-10-2024,Cancelled,4,3.500323947,6744.32,Valid,Valid,Valid,Valid
ORD000626,CUST01645,Hank Reddy,hank.reddy437@yahoo.com,8949513500,Jaipur,Beauty,Moisturizer,1,685.31,5,Credit Card,03-11-2023,Cancelled,5,3.500323947,651.04,Valid,Valid,Valid,Valid
ORD015417,CUST04281,Bob Hegde,bob.hegde552@gmail.com,9112251884,Kolkata,Beauty,Serum,1,1168.93,25,Credit Card,13-02-2022,Delivered,3,3.500323947,876.7,Valid,Valid,Valid,Valid
ORD005533,CUST02290,Rajan Verma,rajan.verma384@gmail.com,9731504351,Mumbai,Electronics,Smart TV,5,1317.19,5,Credit Card,15-05-2024,Delivered,5,3.500323947,6256.65,Valid,Valid,Valid,Valid
ORD000463,CUST04028,Ivy Pillai,Not Available,9365687713,Pune,Beauty,Serum,9,940.74,10,UPI,16-06-2022,Delivered,0,3.500323947,7619.99,Valid,Valid,Invalid,Valid
ORD013078,CUST04718,Eve Kumar,eve.kumar350@gmail.com,9536832451,Surat,Clothing,Hoodie,2,173.13,25,UPI,27-05-2022,Processing,0,3.500323947,259.7,Valid,Valid,Invalid,Valid
ORD011438,CUST01116,Eve Gupta,eve.gupta329@yahoo.com,9675169810,Indore,Books,Web Dev Book,6,485.69,0,Credit Card,22-07-2022,Delivered,3,3.500323947,2914.14,Valid,Valid,Valid,Valid
ORD006848,CUST01297,Sneha Shah,sneha.shah386@yahoo.com,9181699382,Surat,Books,Statistics,1,984.2,20,UPI,15-10-2024,Delivered,2,3.500323947,787.36,Valid,Valid,Valid,Valid
ORD013133,CUST03390,Sanjay Menon,sanjay.menon918@yahoo.com,Not Available,Chennai,Automotive,Dash Cam,2,998.88,10,Debit Card,24-01-2024,Delivered,4,3.500323947,1797.98,Valid,Valid,Valid,Valid
ORD013254,CUST02209,Usha Mehta,Not Available,9878375975,Delhi,Toys,Board Game,10,682.43,10,Net Banking,07-07-2024,Delivered,3,3.500323947,6141.87,Valid,Valid,Valid,Valid
ORD005909,CUST04929,Amit Pillai,amit.pillai735@yahoo.com,9157589530,Lucknow,Groceries,Salt 1kg,9,76.57,0,Credit Card,15-06-2024,Returned,3,3.500323947,689.13,Valid,Valid,Valid,Valid
ORD010753,CUST02849,Not Available,charlie.patel189@yahoo.com,9270240353,Mumbai,Furniture,Sofa,1,2039.33,25,Cash on Delivery,17-03-2024,Returned,5,3.500323947,1529.5,Valid,Valid,Valid,Valid
ORD018060,CUST03750,Priya Hegde,priya.hegde833@gmail.com,9321305847,Hyderabad,Automotive,Seat Cushion,7,332.71,,UPI,25-10-2022,Shipped,5,3.500323947,2328.97,Valid,Valid,Valid,Valid
ORD007207,CUST04578,Charlie Singh,charlie.singh348@gmail.com,9859804352,Mumbai,Beauty,Foundation,3,756.71,15,Wallet,13-11-2022,Delivered,0,3.500323947,1929.61,Valid,Valid,Invalid,Valid
ORD013762,CUST00689,Amit Iyer,amit.iyer909@gmail.com,9555763617,Hyderabad,Furniture,Coffee Table,5,4315.62,20,Wallet,20-03-2022,Delivered,5,3.500323947,17262.48,Valid,Valid,Valid,Valid
ORD011285,CUST03759,Bob Kapoor,bob.kapoor347@gmail.com,9901807141,Jaipur,Beauty,Sunscreen,9,1049.98,0,Wallet,29-02-2024,Delivered,2,3.500323947,9449.82,Valid,Valid,Valid,Valid
ORD016386,CUST00891,Grace Patel,grace.patel374@gmail.com,9125861865,Jaipur,Beauty,Perfume,3,1083.8,5,Credit Card,03-10-2024,Delivered,4,3.500323947,3088.83,Valid,Valid,Valid,Valid
ORD010854,CUST00493,Frank Patel,frank.patel213@gmail.com,9676352939,Ahmedabad,Furniture,Dining Table,10,813.14,10,UPI,04-01-2023,Delivered,5,3.500323947,7318.26,Valid,Valid,Valid,Valid
ORD010661,CUST03231,Anjali Kapoor,anjali.kapoor287@gmail.com,12345,Delhi,Books,Data Science 101,2,689.53,10,Debit Card,18-08-2023,Delivered,4,3.500323947,1241.15,Valid,Valid,Valid,Valid
ORD004952,CUST04382,Arjun Nair,arjun.nair426@gmail.com,9786340658,Surat,Toys,Play Kitchen,1,181.43,10,Credit Card,27-07-2024,Cancelled,4,3.500323947,163.29,Valid,Valid,Valid,Valid
ORD001486,CUST00319,Bob Verma,bob.verma511@yahoo.com,9865148815,Pune,Electronics,Camera,9,2280.96,10,Debit Card,28-05-2023,Processing,5,3.500323947,18475.78,Valid,Valid,Valid,Valid
ORD009533,CUST03002,Anjali Sharma,anjali.sharma290@gmail.com,9876790890,Delhi,Toys,Doll,8,667.85,25,Wallet,30-05-2022,Pending,4,3.500323947,4007.1,Valid,Valid,Valid,Valid
ORD005282,CUST03522,Priya Das,priya.das236@yahoo.com,8215764974,Hyderabad,Sports,Football,2,1520.28,25,Cash on Delivery,23-05-2022,Shipped,5,3.500323947,2280.42,Valid,Valid,Valid,Valid
ORD010603,CUST03202,Anjali Das,Not Available,9507710623,Surat,Toys,Action Figure,8,1573.32,25,Debit Card,02-03-2024,Cancelled,4,3.500323947,9439.92,Valid,Valid,Valid,Valid
ORD019284,CUST03231,Diana Hegde,diana.hegde752@gmail.com,9570390176,Delhi,Beauty,Perfume,10,1167.11,20,Credit Card,23-12-2023,Cancelled,0,3.500323947,9336.88,Valid,Valid,Invalid,Valid
ORD006928,CUST04958,Alice Joshi,alice.joshi51@gmail.com,9565476700,Kolkata,Home Decor,Table Runner,1,2039.71,20,UPI,10-09-2024,Delivered,4,3.500323947,1631.77,Valid,Valid,Valid,Valid
ORD005082,CUST04461,Grace Shah,grace.shah243@gmail.com,9255986970,Indore,Furniture,Bed Frame,3,4959.15,10,Cash on Delivery,30-04-2023,Delivered,5,3.500323947,13389.71,Valid,Valid,Valid,Valid
ORD006186,CUST02843,Suresh Verma,suresh.verma499@gmail.com,9734379924,Bengaluru,Clothing,Salwar,6,326.26,20,Debit Card,07-07-2022,Shipped,4,3.500323947,1566.05,Valid,Valid,Valid,Valid
ORD004635,CUST00055,Not Available,vikas.verma692@yahoo.com,Not Available,Delhi,Books,SQL Handbook,7,699.06,5,Credit Card,18-04-2024,Delivered,4,3.500323947,4648.75,Valid,Valid,Valid,Valid
ORD014567,CUST02455,Suresh Hegde,suresh.hegde748@yahoo.com,Not Available,Not Available,Sports,Badminton Set,6,902.82,15,Debit Card,08-04-2023,Shipped,3,3.500323947,4604.38,Valid,Valid,Valid,Valid
ORD019448,CUST00830,Rajan Hegde,rajan.hegde347@yahoo.com,9506508433,Jaipur,Sports,Running Shoes,9,-500,0,Net Banking,26-09-2023,Delivered,0,3.500323947,-4500,Invalid,Valid,Invalid,Valid
ORD007438,CUST02089,Tanvi Hegde,tanvi.hegde63@yahoo.com,9371500324,Indore,Beauty,Lipstick,7,1228.87,5,Cash on Delivery,09-01-2022,Delivered,5,3.500323947,8171.99,Valid,Valid,Valid,Valid
ORD007149,CUST03485,Sandeep Iyer,Not Available,9533060254,Pune,Beauty,Perfume,6,927.67,25,Wallet,21-07-2022,Delivered,0,3.500323947,4174.52,Valid,Valid,Invalid,Valid
ORD001803,CUST03588,Nikhil Patel,Not Available,9198663839,Kolkata,Clothing,Saree,8,1066.01,,Net Banking,27-06-2023,Delivered,5,3.500323947,8528.08,Valid,Valid,Valid,Valid
ORD008767,CUST00806,Aarav Verma,aarav.verma694@gmail.com,9130329233,Pune,Furniture,Chair,9,4110.57,25,Debit Card,15-12-2023,Cancelled,2,3.500323947,27746.35,Valid,Valid,Valid,Valid
ORD013584,CUST04651,Usha Rao,usha.rao783@yahoo.com,9610931482,Surat,Toys,Building Blocks,2,273.42,5,UPI,04-10-2024,Delivered,5,3.500323947,519.5,Valid,Valid,Valid,Valid
ORD002032,CUST01436,Gaurav Hegde,gaurav.hegde768@gmail.com,8611865177,Pune,Automotive,Phone Mount,5,414.63,5,Net Banking,10-11-2022,Delivered,2,3.500323947,1969.49,Valid,Valid,Valid,Valid
ORD008902,CUST00655,Rajan Patel,rajan.patel728@yahoo.com,N/A,Indore,Automotive,Dash Cam,3,704.35,10,UPI,26-08-2022,Delivered,1,3.500323947,1901.75,Valid,Valid,Valid,Valid
ORD001527,CUST01158,Manish Joshi,manish.joshi694@yahoo.com,9666779995,Kanpur,Books,Management,1,481.85,0,Wallet,13-09-2026,Delivered,4,3.500323947,481.85,Valid,Valid,Valid,Valid
ORD008851,CUST03372,Vikas Singh,vikas.singh879@gmail.com,8184508380,Not Available,Sports,Skipping Rope,5,1532.72,110,Credit Card,14-11-2023,Delivered,0,3.500323947,-766.36,Valid,Valid,Invalid,Valid
ORD002428,CUST04822,Neha Menon,neha.menon850@yahoo.com,9568216534,Mumbai,Furniture,Dining Table,7,1423.27,0,Debit Card,12-05-2022,Shipped,4,3.500323947,9962.89,Valid,Valid,Valid,Valid
